subregionId,postalCode
SG,567961
SG,567962
SG,567963
SG,567964
SG,567965
SG,567966
SG,567967
SG,567968
SG,567969
SG,567970
SG,567971
SG,567972
SG,567973
SG,567974
SG,567975
SG,567976
SG,567977
SG,567978
SG,567979
SG,567980
SG,567981
SG,567982
SG,567983
SG,567984
SG,567985
SG,567986
SG,567987
SG,567988
SG,567989
SG,567990
SG,567991
SG,567992
SG,567993
SG,567994
SG,567995
SG,567996
SG,567997
SG,567998
SG,567999
SG,568000
SG,568001
SG,568002
SG,568003
SG,568004
SG,568005
SG,568006
SG,568007
SG,568008
SG,568009
SG,568010
SG,568011
SG,568012
SG,568013
SG,568014
SG,568015
SG,568016
SG,568017
SG,568018
SG,568019
SG,568020
SG,568021
SG,568022
SG,568023
SG,568024
SG,568025
SG,568026
SG,568027
SG,568028
SG,568029
SG,568030
SG,568031
SG,568032
SG,568033
SG,568034
SG,568035
SG,568036
SG,568037
SG,568038
SG,568039
SG,568040
SG,568041
SG,568042
SG,568043
SG,568044
SG,568045
SG,568051
SG,568052
SG,568053
SG,568054
SG,568055
SG,568056
SG,568057
SG,568058
SG,568059
SG,568060
SG,568061
SG,568062
SG,568064
SG,568065
SG,568066
SG,568067
SG,568068
SG,568069
SG,568070
SG,568071
SG,568072
SG,568073
SG,568074
SG,568075
SG,568076
SG,568077
SG,568078
SG,568079
SG,568080
SG,568081
SG,568082
SG,568083
SG,568084
SG,568085
SG,568086
SG,568087
SG,568088
SG,568089
SG,568090
SG,568091
SG,568092
SG,568093
SG,568094
SG,568095
SG,568096
SG,568097
SG,568098
SG,568099
SG,568100
SG,568101
SG,568102
SG,568103
SG,568104
SG,568105
SG,568106
SG,568107
SG,568108
SG,568109
SG,568110
SG,568111
SG,568112
SG,568113
SG,568114
SG,568115
SG,568116
SG,568117
SG,568118
SG,568119
SG,568120
SG,568121
SG,568122
SG,568123
SG,568124
SG,568125
SG,568126
SG,568127
SG,568128
SG,568129
SG,568130
SG,568131
SG,568132
SG,568133
SG,568134
SG,568135
SG,568136
SG,568137
SG,568138
SG,568139
SG,568140
SG,568141
SG,568142
SG,568143
SG,568144
SG,568145
SG,568146
SG,568147
SG,568148
SG,568149
SG,568150
SG,568151
SG,568152
SG,568153
SG,568154
SG,568155
SG,568156
SG,568157
SG,568158
SG,568159
SG,568160
SG,568161
SG,568162
SG,568163
SG,568164
SG,568165
SG,568166
SG,569161
SG,569162
SG,569163
SG,569758
SG,569759
SG,569760
SG,569761
SG,569762
SG,569763
SG,569764
SG,569765
SG,569766
SG,569785
SG,569786
SG,569787
SG,569788
SG,569845
SG,569866
SG,569868
SG,569949
SG,569950
SG,569951
SG,569952
SG,569953
SG,569954
SG,569955
SG,569956
SG,569957
SG,569958
SG,569959
SG,569960
SG,569961
SG,569962
SG,569963
SG,569964
SG,569965
SG,569966
SG,569967
SG,569968
SG,569969
SG,573849
SG,573868
SG,573869
SG,573870
SG,573871
SG,573873
SG,573978
SG,573979
SG,574041
SG,574042
SG,574043
SG,574046
SG,574047
SG,574048
SG,574049
SG,574050
SG,574051
SG,574052
SG,574053
SG,574054
SG,574055
SG,574056
SG,574057
SG,574058
SG,574059
SG,574060
SG,574061
SG,574062
SG,574063
SG,574064
SG,574065
SG,574066
SG,574067
SG,574069
SG,574070
SG,574071
SG,574072
SG,574073
SG,574074
SG,574075
SG,574076
SG,574077
SG,574078
SG,574079
SG,574080
SG,574081
SG,574082
SG,574083
SG,574084
SG,574085
SG,574086
SG,574087
SG,574089
SG,574090
SG,574091
SG,574092
SG,574093
SG,574094
SG,574095
SG,574096
SG,574097
SG,574415
SG,574416
SG,574417
SG,574418
SG,574419
SG,574420
SG,574421
SG,574425
SG,574427
SG,574449
SG,574450
SG,574451
SG,574452
SG,574453
SG,574454
SG,574455
SG,574456
SG,574457
SG,574458
SG,574459
SG,574460
SG,574461
SG,574462
SG,574463
SG,574464
SG,574465
SG,574466
SG,574467
SG,574468
SG,574469
SG,574470
SG,574471
SG,574472
SG,574473
SG,574474
SG,574475
SG,574476
SG,574477
SG,574478
SG,574479
SG,574480
SG,574481
SG,574482
SG,574483
SG,574484
SG,574485
SG,574486
SG,574487
SG,574488
SG,574489
SG,574490
SG,574491
SG,574492
SG,574493
SG,574494
SG,574495
SG,574496
SG,574497
SG,574498
SG,574499
SG,574500
SG,574501
SG,574502
SG,574503
SG,574504
SG,574506
SG,574507
SG,574508
SG,574509
SG,574510
SG,574511
SG,574512
SG,574513
SG,574514
SG,574515
SG,574516
SG,574517
SG,574518
SG,574519
SG,574520
SG,574521
SG,574522
SG,574523
SG,574524
SG,574525
SG,574526
SG,574527
SG,574528
SG,574529
SG,574530
SG,574531
SG,574532
SG,574541
SG,574542
SG,574543
SG,574544
SG,574545
SG,574546
SG,574547
SG,574548
SG,574549
SG,574550
SG,574551
SG,574552
SG,574553
SG,574554
SG,574555
SG,574556
SG,574557
SG,574558
SG,574559
SG,574560
SG,574561
SG,574562
SG,574563
SG,574564
SG,574565
SG,574566
SG,574567
SG,574568
SG,574569
SG,574570
SG,574571
SG,574572
SG,574573
SG,574574
SG,574575
SG,574576
SG,574577
SG,574578
SG,574579
SG,574580
SG,574581
SG,574582
SG,574583
SG,574584
SG,574585
SG,574586
SG,574587
SG,574588
SG,574589
SG,574590
SG,574591
SG,574592
SG,574593
SG,574594
SG,574595
SG,574596
SG,574597
SG,574598
SG,574599
SG,574600
SG,574601
SG,574602
SG,574603
SG,574604
SG,574605
SG,574606
SG,574607
SG,574608
SG,574609
SG,574610
SG,574611
SG,574612
SG,574613
SG,574614
SG,574746
SG,574747
SG,574748
SG,574749
SG,574750
SG,574751
SG,574752
SG,574753
SG,574754
SG,574755
SG,574756
SG,574757
SG,574758
SG,574759
SG,574760
SG,574761
SG,574762
SG,574763
SG,574764
SG,574765
SG,574766
SG,574767
SG,574768
SG,574769
SG,574770
SG,574771
SG,574772
SG,574773
SG,574774
SG,574775
SG,574787
SG,574788
SG,574789
SG,574790
SG,574791
SG,574792
SG,574793
SG,574794
SG,574795
SG,574796
SG,574797
SG,574798
SG,574799
SG,574800
SG,574801
SG,574802
SG,574803
SG,574804
SG,574805
SG,574806
SG,574807
SG,574808
SG,574809
SG,574810
SG,574811
SG,574812
SG,574813
SG,574814
SG,574815
SG,574816
SG,574817
SG,574818
SG,574819
SG,574820
SG,574821
SG,574822
SG,574823
SG,574824
SG,574825
SG,574826
SG,574827
SG,574828
SG,574829
SG,574830
SG,574831
SG,574832
SG,574833
SG,574834
SG,574835
SG,574836
SG,574837
SG,574838
SG,574839
SG,574840
SG,574841
SG,574842
SG,574843
SG,574844
SG,574845
SG,574846
SG,574847
SG,574848
SG,574849
SG,574850
SG,574851
SG,574852
SG,574853
SG,574854
SG,574855
SG,574856
SG,574857
SG,574858
SG,574859
SG,574860
SG,574861
SG,574862
SG,574863
SG,574864
SG,574865
SG,574866
SG,574867
SG,574868
SG,574869
SG,574878
SG,574879
SG,574880
SG,574881
SG,574882
SG,574883
SG,574884
SG,574885
SG,574886
SG,574887
SG,574888
SG,574889
SG,574890
SG,574891
SG,574892
SG,574893
SG,574894
SG,574895
SG,574896
SG,574897
SG,574898
SG,574899
SG,574900
SG,574901
SG,574902
SG,574903
SG,574904
SG,574905
SG,574906
SG,574907
SG,574908
SG,574909
SG,574910
SG,574911
SG,574912
SG,574913
SG,574914
SG,574915
SG,574916
SG,574917
SG,574918
SG,574919
SG,574920
SG,574921
SG,574922
SG,574923
SG,574924
SG,574925
SG,574926
SG,574927
SG,574928
SG,574929
SG,574930
SG,574931
SG,574932
SG,574933
SG,574934
SG,574935
SG,574936
SG,574937
SG,574938
SG,574939
SG,574940
SG,574941
SG,574942
SG,574943
SG,574944
SG,574945
SG,574946
SG,574947
SG,574948
SG,574949
SG,574950
SG,574951
SG,574952
SG,574953
SG,574954
SG,574955
SG,574956
SG,574957
SG,574958
SG,574959
SG,574960
SG,574961
SG,574962
SG,574963
SG,574964
SG,574965
SG,574966
SG,574967
SG,574968
SG,574969
SG,574970
SG,574971
SG,574972
SG,574973
SG,574974
SG,574975
SG,574976
SG,574977
SG,574978
SG,574979
SG,574980
SG,574981
SG,574982
SG,574983
SG,574984
SG,574985
SG,574986
SG,574987
SG,574988
SG,574989
SG,574990
SG,574991
SG,574992
SG,574993
SG,574994
SG,574995
SG,574996
SG,574997
SG,574998
SG,574999
SG,575000
SG,575001
SG,575002
SG,575003
SG,575012
SG,575013
SG,575014
SG,575015
SG,575016
SG,575017
SG,575018
SG,575019
SG,575020
SG,575021
SG,575632
SG,575750
SG,575751
SG,575752
SG,575753
SG,575754
SG,575755
SG,575756
SG,575757
SG,575758
SG,575759
SG,575760
SG,575761
SG,575762
SG,575763
SG,575764
SG,575765
SG,575766
SG,575767
SG,575768
SG,575769
SG,575770
SG,575771
SG,575772
SG,575773
SG,575774
SG,575775
SG,575776
SG,575777
SG,575778
SG,575779
SG,575780
SG,575781
SG,575782
SG,575783
SG,575784
SG,575785
SG,575786
SG,575787
SG,575788
SG,575789
SG,575790
SG,575791
SG,575792
SG,575793
SG,575794
SG,575795
SG,575796
SG,575797
SG,575798
SG,575799
SG,575800
SG,575801
SG,575802
SG,575811
SG,575817
SG,575818
SG,575820
SG,575821
SG,575822
SG,575823
SG,575824
SG,575825
SG,575826
SG,575827
SG,575828
SG,575829
SG,575830
SG,575831
SG,575832
SG,575833
SG,575834
SG,575835
SG,575836
SG,575837
SG,575838
SG,575839
SG,575840
SG,575841
SG,575842
SG,575843
SG,575844
SG,575845
SG,575846
SG,575847
SG,575848
SG,575849
SG,575850
SG,575851
SG,575852
SG,575853
SG,575854
SG,575855
SG,575856
SG,575858
SG,575859
SG,575860
SG,575861
SG,575862
SG,575863
SG,575864
SG,575865
SG,575866
SG,575867
SG,575868
SG,575869
SG,575870
SG,575871
SG,575872
SG,575880
SG,575881
SG,575882
SG,575883
SG,575884
SG,575885
SG,575886
SG,575887
SG,575888
SG,575889
SG,575890
SG,575891
SG,575892
SG,575893
SG,575894
SG,575895
SG,575896
SG,575897
SG,575898
SG,575899
SG,575900
SG,575901
SG,575902
SG,575903
SG,575904
SG,575905
SG,575906
SG,575907
SG,575908
SG,575909
SG,575910
SG,575911
SG,575912
SG,575913
SG,575914
SG,575915
SG,575916
SG,575917
SG,575918
SG,575919
SG,575920
SG,575921
SG,575922
SG,575923
SG,575924
SG,575925
SG,575926
SG,575927
SG,575928
SG,575929
SG,575930
SG,575931
SG,575932
SG,575933
SG,575934
SG,575935
SG,575936
SG,575937
SG,575938
SG,575939
SG,575940
SG,575941
SG,575942
SG,575943
SG,575944
SG,575945
SG,575946
SG,576214
SG,576215
SG,576216
SG,576217
SG,576218
SG,576219
SG,576220
SG,576221
SG,576222
SG,576223
SG,576224
SG,576226
SG,576227
SG,576228
SG,576229
SG,576230
SG,576231
SG,576232
SG,576233
SG,576234
SG,576235
SG,576236
SG,576237
SG,576238
SG,576239
SG,576240
SG,576241
SG,576242
SG,576243
SG,576244
SG,576245
SG,576246
SG,576247
SG,576248
SG,576249
SG,576250
SG,576251
SG,576252
SG,576253
SG,576254
SG,576255
SG,576256
SG,576257
SG,576258
SG,576259
SG,576260
SG,576261
SG,576262
SG,576263
SG,576264
SG,576265
SG,576266
SG,576267
SG,576268
SG,576269
SG,576270
SG,576271
SG,576272
SG,576273
SG,576274
SG,576275
SG,576276
SG,576277
SG,576278
SG,576279
SG,576280
SG,576281
SG,576282
SG,576283
SG,576284
SG,576285
SG,576286
SG,576287
SG,576288
SG,576289
SG,576290
SG,576291
SG,576293
SG,576294
SG,576295
SG,576296
SG,576297
SG,576298
SG,576299
SG,576300
SG,576301
SG,576302
SG,576303
SG,576304
SG,576305
SG,576306
SG,576307
SG,576308
SG,576309
SG,576310
SG,576311
SG,576312
SG,576313
SG,576314
SG,576315
SG,576316
SG,576317
SG,576318
SG,576319
SG,576320
SG,576321
SG,576322
SG,576323
SG,576324
SG,576325
SG,576326
SG,576327
SG,576328
SG,576329
SG,576330
SG,576331
SG,576332
SG,576333
SG,576334
SG,576335
SG,576336
SG,576337
SG,576338
SG,576339
SG,576340
SG,576341
SG,576342
SG,576343
SG,576344
SG,576345
SG,576346
SG,576347
SG,576672
SG,576673
SG,576674
SG,576675
SG,576676
SG,576677
SG,576678
SG,576679
SG,576680
SG,576681
SG,576682
SG,576683
SG,576684
SG,576685
SG,576686
SG,576687
SG,576688
SG,576689
SG,576690
SG,576691
SG,576692
SG,576693
SG,576694
SG,576695
SG,576696
SG,576697
SG,576698
SG,576699
SG,576700
SG,576701
SG,576702
SG,576703
SG,576704
SG,576705
SG,576706
SG,576707
SG,576708
SG,576709
SG,576710
SG,576711
SG,576712
SG,576721
SG,576722
SG,576723
SG,576724
SG,576725
SG,576726
SG,576727
SG,576728
SG,576729
SG,576730
SG,576731
SG,576732
SG,576733
SG,576734
SG,576735
SG,576736
SG,576737
SG,576738
SG,576739
SG,576740
SG,576741
SG,576742
SG,576743
SG,576744
SG,576745
SG,576746
SG,576747
SG,576748
SG,576749
SG,576750
SG,576751
SG,576752
SG,576753
SG,576754
SG,576755
SG,576756
SG,576757
SG,576758
SG,576759
SG,576760
SG,576761
SG,576762
SG,576763
SG,576764
SG,576765
SG,576766
SG,576906
SG,576907
SG,576908
SG,576909
SG,576910
SG,576911
SG,576912
SG,576913
SG,576914
SG,576915
SG,576916
SG,576917
SG,576918
SG,576919
SG,576920
SG,576921
SG,576922
SG,576923
SG,576924
SG,576925
SG,576926
SG,576927
SG,576928
SG,576929
SG,576930
SG,576938
SG,576939
SG,576940
SG,576941
SG,576942
SG,576943
SG,576944
SG,576945
SG,576946
SG,576947
SG,576948
SG,576949
SG,576950
SG,576951
SG,576952
SG,576953
SG,576954
SG,576955
SG,576956
SG,576957
SG,576958
SG,576959
SG,576960
SG,576961
SG,576962
SG,576963
SG,576964
SG,576965
SG,576966
SG,576967
SG,576968
SG,576969
SG,576970
SG,576971
SG,576972
SG,576973
SG,576974
SG,576975
SG,577389
SG,577390
SG,577391
SG,577392
SG,577393
SG,577394
SG,577395
SG,577396
SG,577397
SG,577398
SG,577399
SG,577408
SG,577409
SG,577410
SG,577411
SG,577412
SG,577413
SG,577414
SG,577415
SG,577416
SG,577417
SG,577418
SG,577419
SG,577420
SG,577421
SG,577422
SG,577423
SG,577424
SG,577425
SG,577426
SG,577427
SG,577428
SG,577429
SG,577430
SG,577431
SG,577432
SG,577433
SG,577434
SG,577435
SG,577436
SG,577437
SG,577438
SG,577439
SG,577440
SG,577441
SG,577442
SG,577443
SG,577444
SG,577445
SG,577446
SG,577447
SG,577448
SG,577449
SG,577450
SG,577451
SG,577452
SG,577453
SG,577454
SG,577455
SG,577456
SG,577457
SG,577458
SG,577459
SG,577460
SG,577461
SG,577462
SG,577463
SG,577546
SG,577547
SG,577548
SG,577549
SG,577550
SG,577551
SG,577552
SG,577553
SG,577554
SG,577555
SG,577556
SG,577557
SG,577558
SG,577559
SG,577560
SG,577561
SG,577562
SG,577563
SG,577564
SG,577565
SG,577566
SG,577567
SG,577568
SG,577569
SG,577570
SG,577571
SG,577572
SG,577573
SG,577574
SG,577575
SG,577576
SG,577577
SG,577578
SG,577579
SG,577580
SG,577581
SG,577582
SG,577583
SG,577584
SG,577585
SG,577586
SG,577587
SG,577588
SG,577589
SG,577590
SG,577591
SG,577592
SG,577593
SG,577594
SG,577595
SG,577596
SG,577597
SG,577598
SG,577599
SG,577600
SG,577601
SG,577602
SG,577603
SG,577604
SG,577605
SG,577606
SG,577607
SG,577608
SG,577609
SG,577610
SG,577611
SG,577612
SG,577613
SG,577614
SG,577615
SG,577616
SG,577617
SG,577618
SG,577619
SG,577620
SG,577621
SG,577622
SG,577623
SG,577624
SG,577625
SG,577626
SG,577627
SG,577628
SG,577629
SG,577630
SG,577631
SG,577632
SG,577633
SG,577634
SG,577635
SG,577636
SG,577637
SG,577638
SG,577639
SG,577645
SG,577646
SG,577647
SG,577648
SG,577649
SG,577650
SG,577651
SG,577652
SG,577653
SG,577654
SG,577655
SG,577656
SG,577657
SG,577658
SG,577659
SG,577660
SG,577661
SG,577662
SG,577663
SG,577664
SG,577665
SG,577666
SG,577667
SG,577668
SG,577669
SG,577670
SG,577671
SG,577672
SG,577673
SG,577674
SG,577675
SG,577676
SG,577677
SG,577678
SG,577679
SG,577680
SG,577681
SG,577682
SG,577683
SG,577684
SG,577685
SG,577686
SG,577687
SG,577688
SG,577689
SG,577690
SG,577691
SG,577692
SG,577693
SG,577694
SG,577695
SG,577696
SG,577697
SG,577698
SG,577699
SG,577700
SG,577701
SG,577702
SG,577703
SG,577704
SG,577705
SG,577706
SG,577707
SG,577708
SG,577709
SG,577710
SG,577711
SG,577712
SG,577713
SG,577714
SG,577715
SG,577716
SG,577722
SG,577723
SG,577724
SG,577725
SG,577726
SG,577727
SG,577728
SG,577729
SG,577730
SG,577731
SG,577732
SG,577733
SG,577734
SG,577735
SG,577736
SG,577737
SG,577738
SG,577739
SG,577740
SG,577741
SG,577742
SG,577743
SG,577744
SG,577745
SG,577746
SG,577747
SG,577748
SG,577749
SG,577750
SG,577751
SG,577752
SG,577753
SG,577754
SG,577755
SG,577756
SG,577757
SG,577758
SG,577759
SG,577760
SG,577761
SG,577762
SG,577763
SG,577764
SG,577765
SG,577766
SG,577767
SG,577768
SG,577769
SG,577770
SG,577771
SG,577772
SG,577773
SG,577774
SG,577775
SG,577776
SG,577777
SG,577778
SG,577779
SG,577780
SG,577781
SG,577782
SG,577783
SG,577784
SG,578187
SG,578188
SG,578189
SG,578190
SG,578191
SG,578192
SG,578193
SG,578194
SG,578195
SG,578196
SG,578197
SG,578198
SG,578199
SG,578200
SG,578201
SG,578202
SG,578203
SG,578204
SG,578205
SG,578206
SG,578207
SG,578208
SG,578209
SG,578210
SG,578211
SG,578212
SG,578213
SG,578214
SG,578215
SG,578216
SG,578217
SG,578218
SG,578219
SG,578220
SG,578221
SG,578222
SG,578223
SG,578224
SG,578225
SG,578226
SG,578227
SG,578228
SG,578229
SG,578230
SG,578231
SG,578232
SG,578233
SG,578234
SG,578235
SG,578236
SG,578237
SG,578238
SG,578239
SG,578240
SG,578241
SG,578242
SG,578243
SG,578244
SG,578245
SG,578246
SG,578247
SG,578248
SG,578249
SG,578250
SG,578251
SG,578252
SG,578253
SG,578254
SG,578255
SG,578256
SG,578257
SG,578258
SG,578259
SG,578260
SG,578261
SG,578262
SG,578263
SG,578264
SG,578265
SG,578266
SG,578267
SG,578285
SG,578286
SG,578287
SG,578288
SG,578289
SG,578290
SG,578291
SG,578292
SG,578293
SG,578294
SG,578295
SG,578296
SG,578297
SG,578298
SG,578299
SG,578300
SG,578301
SG,578302
SG,578303
SG,578304
SG,578305
SG,578306
SG,578307
SG,578308
SG,578309
SG,578310
SG,578311
SG,578312
SG,578313
SG,578314
SG,578315
SG,578316
SG,578317
SG,578318
SG,578319
SG,578320
SG,578321
SG,578322
SG,578323
SG,578324
SG,578325
SG,578326
SG,578327
SG,578328
SG,578329
SG,578330
SG,578331
SG,578332
SG,578333
SG,578334
SG,578335
SG,578336
SG,578337
SG,578338
SG,578339
SG,578340
SG,578341
SG,578342
SG,578343
SG,578344
SG,578345
SG,578346
SG,578347
SG,578348
SG,578349
SG,578350
SG,578351
SG,578352
SG,578353
SG,578354
SG,578355
SG,578356
SG,578357
SG,578358
SG,578359
SG,578360
SG,578361
SG,578362
SG,578363
SG,578364
SG,578365
SG,578366
SG,578367
SG,578368
SG,578369
SG,578370
SG,578371
SG,578372
SG,578373
SG,578374
SG,578375
SG,578376
SG,578384
SG,578385
SG,578386
SG,578387
SG,578388
SG,578389
SG,578390
SG,578391
SG,578392
SG,578393
SG,578394
SG,578395
SG,578396
SG,578397
SG,578398
SG,578399
SG,578400
SG,578401
SG,578402
SG,578403
SG,578404
SG,578405
SG,578406
SG,578407
SG,578408
SG,578409
SG,578410
SG,578411
SG,578412
SG,578413
SG,578414
SG,578415
SG,578416
SG,578417
SG,578418
SG,578419
SG,578420
SG,578421
SG,578422
SG,578423
SG,578424
SG,578425
SG,578426
SG,578427
SG,578428
SG,578429
SG,578430
SG,578431
SG,578432
SG,578433
SG,578434
SG,578435
SG,578677
SG,578678
SG,578679
SG,578680
SG,578681
SG,578682
SG,578683
SG,578684
SG,578685
SG,578686
SG,578687
SG,578688
SG,578689
SG,578690
SG,578691
SG,578692
SG,578693
SG,578694
SG,578695
SG,578696
SG,579390
SG,579391
SG,579392
SG,579393
SG,579394
SG,579395
SG,579396
SG,579397
SG,579398
SG,579399
SG,579400
SG,579401
SG,579402
SG,579403
SG,579404
SG,579405
SG,579406
SG,579407
SG,579408
SG,579409
SG,579410
SG,579411
SG,579412
SG,579413
SG,579414
SG,579415
SG,579416
SG,579417
SG,579418
SG,579419
SG,579420
SG,579421
SG,579422
SG,579423
SG,579424
SG,579425
SG,579426
SG,579427
SG,579428
SG,579429
SG,579430
SG,579431
SG,579432
SG,579433
SG,579434
SG,579435
SG,579436
SG,579437
SG,579438
SG,579439
SG,579440
SG,579441
SG,579442
SG,579443
SG,579444
SG,579445
SG,579446
SG,579447
SG,579448
SG,579449
SG,579450
SG,579451
SG,579452
SG,579453
SG,579454
SG,579455
SG,579456
SG,579457
SG,579458
SG,579459
SG,579460
SG,579461
SG,579462
SG,579463
SG,579464
SG,579465
SG,579466
SG,579467
SG,579468
SG,579469
SG,579470
SG,579471
SG,579472
SG,579473
SG,579474
SG,579475
SG,579476
SG,579477
SG,579478
SG,579479
SG,579480
SG,579481
SG,579482
SG,579483
SG,579484
SG,579485
SG,579486
SG,579487
SG,579488
SG,579489
SG,579490
SG,579491
SG,579492
SG,579493
SG,579494
SG,579495
SG,579496
SG,579497
SG,579498
SG,579499
SG,579500
SG,579501
SG,579502
SG,579503
SG,579504
SG,579505
SG,579506
SG,579507
SG,579508
SG,579509
SG,579510
SG,579511
SG,579512
SG,579513
SG,579514
SG,579515
SG,579516
SG,579517
SG,579518
SG,579519
SG,579520
SG,579521
SG,579522
SG,579523
SG,579524
SG,579525
SG,579526
SG,579527
SG,579528
SG,579529
SG,786192
SG,786195
SG,786196
SG,786197
SG,786198
SG,786199
SG,786200
SG,786201
SG,786202
SG,786203
SG,786216
SG,786217
SG,786218
SG,786220
SG,786221
SG,786222
SG,786223
SG,786225
SG,786226
SG,786227
SG,786228
SG,786276
SG,786277
SG,786278
SG,786279
SG,786280
SG,786281
SG,786282
SG,786283
SG,786284
SG,786285
SG,786286
SG,786287
SG,786288
SG,786289
SG,786290
SG,786291
SG,786292
SG,786293
SG,786294
SG,786295
SG,786296
SG,786297
SG,786298
SG,786299
SG,786300
SG,786301
SG,786302
SG,786303
SG,786304
SG,786305
SG,786306
SG,786307
SG,786308
SG,786309
SG,786310
SG,786311
SG,786312
SG,786313
SG,786314
SG,786315
SG,786316
SG,786317
SG,786318
SG,786503
SG,786504
SG,786505
SG,786506
SG,786507
SG,786508
SG,786509
SG,786510
SG,786511
SG,786512
SG,786513
SG,786514
SG,786515
SG,786516
SG,786517
SG,786518
SG,786519
SG,786520
SG,786521
SG,786522
SG,786523
SG,786524
SG,786525
SG,786526
SG,786527
SG,786528
SG,786529
SG,786530
SG,786531
SG,786532
SG,786533
SG,786534
SG,786535
SG,786536
SG,786537
SG,786538
SG,786539
SG,786540
SG,786541
SG,786542
SG,786543
SG,786544
SG,786545
SG,786546
SG,786547
SG,786548
SG,786549
SG,786550
SG,786551
SG,786552
SG,786553
SG,786554
SG,786555
SG,786556
SG,786557
SG,786558
SG,786559
SG,786560
SG,786561
SG,786563
SG,786564
SG,786565
SG,786566
SG,786567
SG,786569
SG,786570
SG,786571
SG,786636
SG,786637
SG,786668
SG,786669
SG,786670
SG,786671
SG,786672
SG,786673
SG,786674
SG,786675
SG,786676
SG,786677
SG,786678
SG,786679
SG,786680
SG,786681
SG,786682
SG,786683
SG,786684
SG,786685
SG,786686
SG,786687
SG,786688
SG,786689
SG,786690
SG,786691
SG,786692
SG,786693
SG,786694
SG,786695
SG,786696
SG,786697
SG,786698
SG,786699
SG,786700
SG,786701
SG,786702
SG,786703
SG,786704
SG,786705
SG,786706
SG,786707
SG,786708
SG,786709
SG,786710
SG,786711
SG,786712
SG,786713
SG,786714
SG,786715
SG,786716
SG,786717
SG,786718
SG,786719
SG,786720
SG,786721
SG,786722
SG,786723
SG,786724
SG,786725
SG,786726
SG,786727
SG,786728
SG,786729
SG,786730
SG,786731
SG,786732
SG,786733
SG,786734
SG,786735
SG,786736
SG,786737
SG,786738
SG,786739
SG,786740
SG,786741
SG,786742
SG,786743
SG,786744
SG,786745
SG,786746
SG,786747
SG,786748
SG,786749
SG,786750
SG,786751
SG,786752
SG,786753
SG,786754
